id;available;name;vendor;vendorCode;url;price;currencyId;categoryId;manufacturer_warranty;delivery;description;picture;barcode;outlets;cartons_dimensions;priceWB;discountWB;Stock;brand_name;style_name;collection_name;series_name;Гарантия;УчастникТВПрограммы;ДваВОдном;ТипПотолочногоКрепления;Технологии;Типы помещении;Напряжение;КодТНВЭД;КлассЭлектрозащиты;ingress_protection_rating;ЦветАрматуры;МатериалАрматуры;ЦветХрусталя;Диаметр;Длина;Ширина;Высота;МинимальнаяВысота;ФормаМонтажногоОтверстияВстраиваемогоСветильника;ТипМонтажаВстраиваемогоСветильника;ДиаметрМонтажногоОтверстияВстраиваемогоСветильника;ГлубинаМонтажногоОтверстияВстраиваемогоСветильника;ШиринаМонтажногоОтверстияВстраиваемогоСветильника;ДлинаМонтажногоОтверстияВстраиваемогоСветильника;Цепь;ДлинаЦепи;Чаша крепления;ФормаЧашиКрепления;ШиринаЧашиКрепления;ДлинаЧашиКрепления;ДиаметрЧашиКрепления;ВысотаЧашиКрепления;ФормаАбажура;ТипКрепленияАбажура;МатериалАбажура;ЦветАбажура;ВысотаАбажура;ШиринаАбажура;ДлинаАбажура;lampshade_top_diameter;НижнийДиаметрАбажура;ВерхняяШиринаАбажура;НижняяШиринаАбажура;ВерхняяДлинаАбажура;НижняяДлинаАбажура;ДиаметрАбажура;РадиусАбажура;lamp_is_led;ЛампыВКомплекте;Цоколь;КоличествоЛамп;Мощность;СветовойПоток;УголРассеивания;ИндексЦветопередачи;ЦветоваяТемпература;АналогЛампыНакаливания;Фото1;Фото2;Фото3;Фото4;Фото5;Фото6;Фото7;Фото8;Категория;ВесНетто;ВесБрутто;Страна происхождения;ТипСветодиодов;ЦветовойКод;ЭтоНовинка;СтатусRu_Ru;Видео1;Видео2;Видео3;IES;3D-модель;Маркер;Описание для каталога;Полное наименование;cartons;ЦветоваяТемператураМин;ЦветоваяТемператураМакс
FR5257A-L3G;true;Аксессуар Freya FR5257A-L3G;Freya;FR5257A-L3G;https://freya-light.com/i/FR5257A-L3G;2490;RUB;030;true;true;;;4099776054313;;7/26/26;3411;;1;Freya;-;Modern;Tier;;Нет;Нет;Планка;;;;9405990008;;;Латунь;Металл;;;;;;;;;;;;;;;;;;;250;40;;;;;;;;;;;;;;;;Да;Нет;LED;3;3;;;;;;https://mais-upload.maytoni.de/Photo/97f5c57b-35f9-4a1f-8b11-c71e4632f8e3/0007standard/PHOTO_FR5257A-L3G_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/86141de7-f14b-4324-8de7-ea91d60a1629/007standard/RENDER_FR5257A-L3G_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/4d7a3f1c-dedc-483a-81e8-7998666d8d8f/0032standard/PHOTO_Mounting_components_FR5257A-L3G_standard.jpeg;https://mais-upload.maytoni.de/Photo/0021d0d1-8df6-40cd-b31b-acd1824c029b/0009standard/PHOTO_element_FR5257A-L3G_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/901080a1-2883-4465-9485-ae7ab546f74e/0026standard/PHOTO_Main_Image_FR5257A-L3G_standard.jpeg;https://mais-upload.maytoni.de/Photo/2331385d-d445-4170-88df-0fe136cb3dc6/0027standard/PHOTO_Additional_perspective_FR5257A-L3G_standard.jpeg;https://mais-upload.maytoni.de/Photo/090b7513-c6af-4668-8c62-48f350f46d9f/0031standard/PHOTO_Technical_Feature_FR5257A-L3G_standard.jpeg;;Аксессуар;1,2;1,3;КИТАЙ;;;Да;Новинка;;;;;;Нет;"Металлическая арматура в цвете латунь и хром. Хрустальные декоративные кольца с геометричными гранями. LED-источник света. Регулировка цветовой температуры (3000-4000-5000K) и яркости 4G-dimming при помощи пульта (в комплекте).";"";1;;
MOD308PL-L9GR3K;true;Подвесной светильник Maytoni MOD308PL-L9GR3K;Maytoni;MOD308PL-L9GR3K;https://maytoni.ru/i/MOD308PL-L9GR3K;11890;RUB;002;true;true;;;4099776015772;;440/135/135;16289;;28;Maytoni;Maytoni Modern;Modern;Verticale;3;Нет;Нет;Планка;;;AC 220-240;9405110039;Class1;IP 20;Хром;Металл;;120;;;1800;350;;;;;;;;;IP 20;;;;120;40;Цилиндр;None;Стекло;Серый;305;;;65;65;;;;;;;Да;Нет;LED;;8;800;180;80;3000;;https://mais-upload.maytoni.de/Photo/dfea6c30-b89b-11eb-93dc-6cb31107bb86/s/MOD308PL-L9GR3K_on_w.jpeg;https://mais-upload.maytoni.de/Photo/c3caaecd-a682-4305-b75b-a80e6aaf1807/007standard/MOD308PL-L9GR3K_on_w_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/7e7134fe-50bd-4acf-8d33-9fdd9ce645df/026standard/_standard.jpeg;https://mais-upload.maytoni.de/Photo/dfea6c30-b89b-11eb-93dc-6cb31107bb86/s/MOD308PL-L9GR3K_off_w.jpeg;https://mais-upload.maytoni.de/Photo/dfea6c30-b89b-11eb-93dc-6cb31107bb86/s/draft_MOD308PL-L9GR3K.jpeg;;;;Подвесной светильник;0,92;1,11;КИТАЙ;;;Нет;Матрица;;;;;https://mais-upload.maytoni.de/Documents/18c10594-c8ba-4f35-818e-d436c9918b6d/007/MOD308PL-L9GR3K.7z;Нет;"Материал арматуры – металл, цвет – хром. Декоративный плафон из литого ребристого стекла. Оттенки плафона:  коньячный и хром. Источник света – светодиодная лента. Цветовая температура 3000К";"";1;3000;3000
FR5201TL-01B;true;Настольный светильник Freya FR5201TL-01B;Freya;FR5201TL-01B;https://freya-light.com/i/FR5201TL-01B;6590;RUB;005;true;true;;;4099776021193;;205/195/490;9028;;84;Freya;-;Modern;Enzo;1;Нет;Нет;;;;AC 220-240;9405210032;Class2;IP 20;Черный;Металл;;;205;150;445;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;GU10;1;35;;;;;;https://mais-upload.maytoni.de/Photo/69cd3272-4d82-439f-9808-ab1ba9bed562/007standard/FR5201TL-01B_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/a581dbc3-9e48-4097-a159-ccc1dd3b2d57/007standard/FR5201TL-01B_on_w_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/4e656429-9fce-4f01-9ec6-5d9585dc81cf/0007standard/PHOTO_FR5201TL-01B_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/8f667a5e-94ff-48e7-93f9-bc82d65f299d/031standard/Technical_Feature_FR5201TL-01B_standard.jpeg;https://mais-upload.maytoni.de/Photo/6c99f138-ad1c-4eb9-a9de-b43bc090267b/032standard/Mounting_components_FR5201TL-01B_standard.jpeg;https://mais-upload.maytoni.de/Photo/6132db07-e3d0-4c88-b162-58417ab11ad5/032standard/Mounting_components_FR5201TL-01B_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/95c30800-113d-4ae7-b820-defcad79dfcb/009standard/element_FR5201TL-01B_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/25d08d6d-7856-4bba-a1b0-dd377ba001da/009standard/element_FR5201TL-01B_w_standard_(1).jpeg;Настольный светильник;1,22;1,59;КИТАЙ;;;Нет;Матрица;;;;;;Нет;"Арматура и плафоны из металла. Черный цвет дополнен латунной окантовкой. Поворотные плафоны и арматура позволяют видоизменять композицию и регулировать направление светового потока. Источник света – лампа GU10.";"";1;;
MOD320WL-L8BS3K;true;Настенный светильник (бра) Maytoni MOD320WL-L8BS3K;Maytoni;MOD320WL-L8BS3K;https://maytoni.ru/i/MOD320WL-L8BS3K;12190;RUB;006;true;true;;;4099776011217;;110/295/305;16700;;7;Maytoni;Maytoni Modern;Modern;Jupiter;3;Нет;Нет;Планка;;;AC 220-240;9405110039;Class1;IP 20;Латунь;Алюминий;;250;38;;;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;LED;1;8;400;120;80;3000;;https://mais-upload.maytoni.de/Photo/31869923-1369-46bb-9f66-c6686314ea1e/007standard/MOD320WL-L8BS3K_on_w_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/72e02bf2-d3ae-44f4-bdd1-10508efbdf54/026standard/_standard.jpeg;https://mais-upload.maytoni.de/Photo/21e0ee00-d036-11eb-86a4-6cb31107bb86/s/interior_MOD320WL-L8BS3K.jpeg;https://mais-upload.maytoni.de/Photo/21e0ee00-d036-11eb-86a4-6cb31107bb86/s/element_MOD320WL-L8BS3K_w.jpeg;https://mais-upload.maytoni.de/Photo/84d3049d-e733-4f8f-aea7-949c52adba68/009standard/RENDER_element_MOD320WL-L8BS3K_w_standard.jpeg;;;;Настенный светильник (бра);1,14;1,45;КИТАЙ;;;Нет;Матрица;;;;;https://mais-upload.maytoni.de/Documents/6ab93118-2e41-4576-8b6c-24bb3240b495/model_MOD320WL-L8BS3K.rar;Нет;"Матовая металлическая арматура, оттенки – латунь, мрамор. Рассеиватель двух видов: рифленое стекло и белый матовый акрил. Источник света - светодиодная лента, температура 3000К.";"";1;3000;
MOD325PL-07G;true;Подвесной светильник Maytoni MOD325PL-07G;Maytoni;MOD325PL-07G;https://maytoni.ru/i/MOD325PL-07G;39190;RUB;002;true;true;;;4099776027980;;245/425/625;53690;;47;Maytoni;Maytoni Modern;Modern;Cocktail time;2;Нет;Нет;;;;AC 220-240;9405110039;Class1;IP 20;Золото;Металл;;;480;480;3230;;;;;;;;;;IP 20;;;;400;25;Нестандартная;;Стекло;Прозрачный;190;110;110;;;;;;;;;Нет;Нет;G9;7;28;;;;;;https://mais-upload.maytoni.de/Photo/41c8e658-b748-4789-af38-1cdad34b621f/007standard/RENDER_MOD325PL-07G_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/507abe21-7a3d-4b37-9228-19b61770d130/009standard/RENDER_element_MOD325PL-07G_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/3d0538d2-0d51-4860-a20b-de1d2cbd1e0a/026standard/RENDER_Main_Image_MOD325PL-07G_standard.jpeg;https://mais-upload.maytoni.de/Photo/d4bcbbad-679c-4c91-b0ea-807afd079f9c/037standard/RENDER_Photo_w_alpha_MOD325PL-07G_standard.jpeg;;;;Подвесной светильник;7,83;8,81;КИТАЙ;;;Нет;Матрица;;;;;https://mais-upload.maytoni.de/Documents/d81180c2-db8d-4a15-9eb1-ab2d9fe65f02/007/MOD325PL-07G.zip;Нет;"Металлическая арматура. Цвета — золото. Плафоны – прозрачное литое стекло. Эффектный дизайн с крупными гранями. Регулируемая высота. Источник света — лампа с цоколем G9.";"";1;;
01109;false;Комплектующие к светодиодной ленте Led Strip 01109;Led Strip;01109;https://maytoni.ru/i/01109;2290;RUB;050;true;true;;;4099776004264;;25/60/145;3137;;0;Led Strip;;Led strip;Контроллеры для светодиодной ленты;3;Нет;Нет;;;;DC 3В;8537109800;Class3;IP 20;Черный;Пластик;;;17,5;53;122;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;;;;;;;;;https://mais-upload.maytoni.de/Photo/52cbe8ec-3d85-42bb-84c1-88188a5a6ebf/026standard/Main_Image_01109_standard.jpeg;;;;;;;;Комплектующие к светодиодной ленте;0,06;0,08;КИТАЙ;;;Да;Новинка;;;;;;Нет;"С помощью контроллеров или диммера вы можете управлять светодиодной лентой: выбирать подходящий цвет свечения, устанавливать нужный режим работы или управлять яркостью цветной ленты. Диммер позволяет регулировать яркость монохромной светодиодной ленты.";"Пульт для монохромной светодиодной ленты 1 зона";1;;
20010;true;Светодиодная лента Led Strip 20010;Led Strip;20010;https://maytoni.ru/i/20010;490;RUB;049;true;true;;;4099776015031;;190/160/12;671;;270;Led Strip;;Led strip;Светодиодная лента 12В;3;Нет;Нет;;;;DC 12;8539908009;Class3;IP 20;Белый;Медь;;;5000;5;1;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;LED;;9,6;1000;120;80;3000;;https://mais-upload.maytoni.de/Photo/6796c20f-ccbc-4324-9726-688f933ba572/026standard/_standard.jpeg;https://mais-upload.maytoni.de/Photo/7611c6ac-0ffb-4b0d-a2fc-9ee9bc0d0890/007standard/20010_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/a3f5777a-7c6e-42c4-8dde-0ea68b257581/009standard/element_20010_w_standard_(2).jpeg;https://mais-upload.maytoni.de/Photo/789e47a9-96d5-4586-9e4b-e7dede5fa836/009standard/element_20010_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/3a742cc1-9fc2-4ddc-9949-f3e9cd0f6ff8/009standard/element_20010_w_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/47e69562-d4b7-4ab0-89fc-7cfef7159aeb/003standard/interior_20010_standard.jpeg;https://mais-upload.maytoni.de/Photo/73f570b7-38ba-4581-b144-579b1308bf57/036standard/Interio_ for_the_site_20010_standard.jpeg;;Светодиодная лента;0,06;0,073;КИТАЙ;2835;Монохром;Нет;Матрица;https://mais-upload.maytoni.de/Documents/fda8fba1-f14f-4d72-b71d-52af902a8505/030/20010_0_030_0.mp4;;;https://mais-upload.maytoni.de/Documents/1451d9fc-957b-46f2-8b71-0ce2c5c1a8f4/o/ies_20010.ies;;Нет;"Светодиодная лента – современный и популярный источник освещения. SMD-светодиоды потребляют мало электроэнергии (в 8 раз меньше, чем лампы накаливания), при этом обладают высокой светоотдачей и минимальным нагревом. С их помощью можно организовать как декоративную подсветку, так и полноценное освещение в квартире и доме. Компания Maytoni предлагает широкий выбор светодиодных лент на 12В и 24В. Все необходимые комплектующие – блоки питания, контроллеры, профиль и коннекторы – также представлены в ассортименте.";"Светодиодная лента 12В 2835 9,6Вт/м 3000K 5м IP20 5мм";1;;
MOD241PL-L60BSK;true;Подвесной светильник Maytoni MOD241PL-L60BSK;Maytoni;MOD241PL-L60BSK;https://maytoni.ru/i/MOD241PL-L60BSK;44990;RUB;002;true;true;;;4099776065005;;290/570/570;61636;;35;Maytoni;Maytoni Modern;Modern;Curve;3;Нет;Нет;Планка;;;AC 220-240;9405110039;Class1;IP 20;Латунь;Алюминий;;500;;;3240;440;;;;;;;;;IP 20;;;;180;40;;;;Белый;;;;;;;;;;;;Да;Нет;LED;;52;2200;120;80;;;https://mais-upload.maytoni.de/Photo/5dd3af40-5424-4e61-90d9-a3973fc54406/007standard/RENDER_MOD241PL-L60BSK_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/72ec04d3-2f6c-402c-abc9-16bed75f03ac/009standard/RENDER_element_MOD241PL-L60BSK_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/85cd6ba2-d6ff-4eb3-8459-15ac87bb9280/026standard/RENDER_Main_Image_MOD241PL-L60BSK_standard.jpeg;https://mais-upload.maytoni.de/Photo/227d6823-1b06-48d1-9f32-f9051b9d57e6/027standard/RENDER_Additional_perspective_MOD241PL-L60BSK_standard.jpeg;https://mais-upload.maytoni.de/Photo/db3ebda9-fb7e-4bf7-9829-1f724236f975/031standard/RENDER_Technical_Feature_MOD241PL-L60BSK_standard.jpeg;https://mais-upload.maytoni.de/Photo/cb439879-372f-4800-a889-056a5e112cc8/032standard/RENDER_Mounting_components_MOD241PL-L60BSK_standard.jpeg;;Подвесной светильник;3;3,5;КИТАЙ;;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/c92e77aa-987d-4479-9462-c1e2bd86c451/007/MOD241PL-L60BSK_0_007_0.zip;Нет;"Металлическая арматура, цвета - черный, латунь. Закругленные световые элементыиз силикона со  встроенным LED-источником света по всему периметру. Регулируемый диапазон цветовой тмепературы 2600К-3500К для светильников в латуни и 3000К-4000К для черных. Регулируема длина тросов.  Фантазийный образ хаотичных фрагментов свободно парящих в пространстве.";"";1;2600;3500
C064CL-L12B4K-D;true;Потолочный светильник Technical C064CL-L12B4K-D;Technical;C064CL-L12B4K-D;https://maytoni.ru/i/C064CL-L12B4K-D;4020;RUB;003;true;true;;;4099776022909;;85/80/80;;;135;Technical;Maytoni Technical;Ceiling & Wall;Alfa LED;3;Нет;Нет;;;;AC 220-240;9405110033;Class2;IP 20;Черный;Алюминий и пластик;;70;;;70;;;Накладной;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;LED;;12;900;24;90;4000;;https://mais-upload.maytoni.de/Photo/a4ff4bc9-9017-498b-a182-5362624549df/007standard/RENDER_C064CL-L12B4K-D_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/e97ad39d-6456-496f-8cb4-bef0d3299e82/064standard/RENDER_v komplekte_C064CL-L12B4K-D_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/72355746-47bd-464a-87e9-a138874474a9/065standard/RENDER_add accessories_C064CL-L12B4K-D_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/cf268b71-67ed-4a5d-9e5e-5cf54a1ec14d/077standard/RENDER_add accessories_dop_C064CL-L12B4K-D_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/f50b0639-db99-4057-9889-e9e16ee8255a/009standard/RENDER_element_C064CL-L12B4K-D_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/fd8a3705-f087-46d7-8b18-82dcb68089ec/026standard/RENDER_Main_Image_C064CL-L12B4K-D_standard.jpeg;https://mais-upload.maytoni.de/Photo/9ac49fa3-1867-45ca-8876-f6fa73042113/030standard/How_it_shines_C064CL-L12B4K-D_standard.jpeg;Потолочный светильник;0,225;0,24;КИТАЙ;;;Нет;Акция;;;;https://mais-upload.maytoni.de/Documents/b1573b0a-2e36-4fdd-8b96-91025a3e228f/o/ies_C064CL-L12B4K-D.IES;https://mais-upload.maytoni.de/Documents/f3234c1f-3168-440d-81f0-4ee29454125e/007/C064CL-L12B4K-D.zip;Да;"Металлический корпус. Оттенки — черный, белый. Геометрическая форма: цилиндр, квадрат, прямоугольник. Круглая форма представлена в трех размерах.   LED-источник света. Два варианта цветовой температуры: 3000К и 4000К. Для регулировки и настройки яркости, комфортной для глаз, можно использовать источники питания Dali и Triac, которые приобретаются отдельно. Подробную информацию по совместимости вы можете найти в разделе сопутствующие товары.";"";1;;
TRX034-413B;true;Шинопровод накладной/подвесной Technical TRX034-413B;Technical;TRX034-413B;https://maytoni.ru/i/TRX034-413B;8010;RUB;062;true;true;;;4099776001270;;70/70/3080;10974;;84;Technical;Maytoni Technical;Magnetic track system Exility;Busbar trunkings Exility;2;Нет;Нет;;;;DC 48;8536900100;Class3;IP 20;Черный;Алюминий;;;3000;26;52;;;Накладной/подвесной;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;;;;;;;;;https://mais-upload.maytoni.de/Photo/37d4cb9f-a228-47c8-bb35-95691b12373f/007standard/RENDER_TRX034-413B_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/25898246-2b0a-41c7-a949-3f3e719c1332/009standard/RENDER_element_TRX034-413B_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/730afa39-c1e3-4401-97a8-0c9626134467/027standard/RENDER_Additional_perspective_TRX034-413B_standard.jpeg;https://mais-upload.maytoni.de/Photo/f2e22a39-b2f4-4994-ba8e-7bbcc4c97a3c/026standard/RENDER_Main_Image_TRX034-413B_standard.jpeg;https://mais-upload.maytoni.de/Photo/a1cbd412-4c7f-43a8-b4be-22a819be5c95/032standard/RENDER_Mounting_components_TRX034-413B_standard.jpeg;https://mais-upload.maytoni.de/Photo/bfd27f03-70ec-46b6-8648-8cd27daaf23c/034standard/Image_photo_TRX034-413B_standard.jpeg;https://mais-upload.maytoni.de/Photo/48b1fb54-0e5d-4ffa-b5ee-0a0bb5274af1/037standard/RENDER_Photo_w_alpha_TRX034-413B_standard.jpeg;;Шинопровод накладной/подвесной;2,6;4,2;КИТАЙ;;;Нет;Матрица;;;;;https://mais-upload.maytoni.de/Documents/d6bab5a3-a0c9-4319-a07c-86759f778e36/007/TRX034-413B.zip;Нет;"Комплектующие для низковольтной магнитной трековой системы Exility в черном и белом цветах.¶Разнообразие аксессуаров позволяет собрать свою уникальную конструкцию для накладного монтажа, подвесного, встраиваемого под гипсокартон и встраиваемого в натяжные потолки.";"";1;;
C017CL-02W;true;Потолочный светильник Technical C017CL-02W;Technical;C017CL-02W;https://maytoni.ru/i/C017CL-02W;5510;RUB;003;true;true;;;4099776024293;;130/110/210;7549;;147;Technical;Maytoni Technical;Ceiling & Wall;Atom;2;Нет;Нет;Накладной;;;AC 220-240;9405110033;Class2;IP 20;Белый;Алюминий;;;200;100;115;;;Накладной;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;GU10;2;50;;;;;;https://mais-upload.maytoni.de/Photo/e2fcf729-76e5-425b-a871-40953bf38239/007standard/RENDER_C017CL-02W_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/4a2b44b0-b90b-4ef9-b5b8-783923bdd542/009standard/RENDER_element_C017CL-02W_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/8f5bc444-3621-4f72-b6fd-e50033638914/026standard/RENDER_Main_Image_C017CL-02W_standard.jpeg;https://mais-upload.maytoni.de/Photo/7984c898-0135-48ee-b932-1288c0a0d41d/028standard/RENDER_Mobility_and_control_feature_C017CL-02W_standard.jpeg;https://mais-upload.maytoni.de/Photo/3427282c-c3ba-4989-93cd-af452dd68582/030standard/How_it_shines_C017CL-02W_standard.jpeg;https://mais-upload.maytoni.de/Photo/5c4aebd9-684a-43d4-a592-cac78dc28b4c/035standard/how_shines_under_the_site_C017CL-02W_standard.jpeg;https://mais-upload.maytoni.de/Photo/e3936401-f3bb-4738-89cf-80f3ae5ee4ad/037standard/RENDER_Photo_w_alpha_C017CL-02W_standard.jpeg;Потолочный светильник;0,85;0,91;КИТАЙ;;;Нет;Матрица;;;;;https://mais-upload.maytoni.de/Documents/5caad803-66ab-48e5-99fa-1a44b5198819/007/C017CL-02W.zip;Нет;"";"";1;;
C056CL-L12B4K-W-D-B;true;Потолочный светильник Technical C056CL-L12B4K-W-D-B;Technical;C056CL-L12B4K-W-D-B;https://maytoni.ru/i/C056CL-L12B4K-W-D-B;4360;RUB;003;true;true;;;4099776024989;;140/60/60;;;148;Technical;Maytoni Technical;Ceiling & Wall;FOCUS LED;3;Нет;Нет;Накладной;;;AC 165-265;9405110039;Class2;IP 20;Черный;Алюминий;;52;;;125;;;Накладной;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;LED;;12;900;50;90;4000;;https://mais-upload.maytoni.de/Photo/05967bdb-3f8d-4a96-a967-2583cf7dfaa9/026standard/RENDER_Main_Image_C056CL-L12B4K-W-D-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/6b01b89f-1ea3-415d-9362-7fbda4485180/007standard/RENDER_C056CL-L12B4K-W-D-B_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/924595e3-8ea5-435c-b737-98a6e5c521f7/032standard/Mounting_components_C056CL-L12B4K-W-D-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/e83ba10e-962b-4a6e-ab13-eddb9fe600bc/009standard/RENDER_element_C056CL-L12B4K-W-D-B_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/56c8c371-fe9c-4d67-afaf-c28cb74970c4/027standard/RENDER_Additional_perspective_C056CL-L12B4K-W-D-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/f2b9f43e-6be0-48dd-a3f0-528d0a85e473/030standard/How_it_shines_C056CL-L12B4K-W-D-B_standard.jpeg;https://mais-upload.maytoni.de/Photo/89265fd5-0a76-4892-9fd8-cdcf81627cd3/035standard/how_shines_under_the_site_C056CL-L12B4K-W-D-B_standard.jpeg;Потолочный светильник;0,24;0,26;КИТАЙ;;;Нет;Акция;;;;https://mais-upload.maytoni.de/Documents/790a2512-184b-4513-8ba9-f3d1ae8cc7d0/o/ies_C056CL-L12B4K-W-D-B_(1).ies;https://mais-upload.maytoni.de/Documents/1dbda475-5bcf-4b2f-9d89-6ea5cd12e1bf/007/C056CL-L12B4K-W-D-B_0_007_0.zip;Да;"Минимализм в сочетании с современными технологиями — отличительная особенность серии Focus LED. Ассортимент серии включает накладные светильники и накладные и встраиваемые споты с поворотным механизмом, так же часть моделей имеет функцию диммирования. Встроенный LED-источник света надежен и долговечен в эксплуатации. Высокий показатель цветопередачи RA90 обеспечивает идеальное цветопередачу фактур и цветов, используемых в интерьере. Еще одна важная деталь — источник света «утоплен» в корпусе, что делает световой поток максимально мягким, равномерным и приятным для восприятия. Для большего комфорта есть возможность приобрести антибликовую решётку и изменить угол освещения использовав другую линзу 15-36° . Дополнительно возможно изменение черного отражателя на белый.";"";1;;
7181;true;Лампочка Voltega 7181;Voltega;7181;https://maytoni.ru/i/7181;250;RUB;020;true;true;;;4099776061472;;60/20/20;305;;145;Voltega;;Simple;Capsule G9;2;Нет;Нет;;;;AC 220-240;8539520009;;IP 20;Прозрачный;Стекло;;14;;;60;;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Да;Нет;G9;;5;400;345;80;3000;;https://mais-upload.maytoni.de/Photo/a096346f-3225-4262-b17d-328fd3c90954/007standard/RENDER_7181_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/d5abb195-b098-4dc3-a571-37ff5d4e2b89/027standard/RENDER_Additional_perspective_7181_standard.jpeg;;;;;;;Лампочка;0,005;0,006;КИТАЙ;;;Да;Новинка;;;;;;Нет;"";"";1;;
DL051-U-2W;true;Встраиваемый светильник Technical DL051-U-2W;Technical;DL051-U-2W;https://maytoni.ru/i/DL051-U-2W;1150;RUB;007;true;true;;;4099776023333;;40/110/115;1576;;4321;Technical;Maytoni Technical;Downlight;Share;2;Нет;Нет;Встраиваемый;;;AC 220-240;9405110033;Class2;IP 20;Белый;Алюминий;;102;;;37;;Круглое;Встраиваемый;75;110;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;GU10;1;10;;;;;;https://mais-upload.maytoni.de/Photo/eb739f11-56b7-4893-b26b-00dfef051da4/007standard/RENDER_DL051-U-2W_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/91288ba5-d892-4ec8-a8ae-d9fc83415829/053standard/Sheme_web_DL051-U-2W_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/ccb674f2-87c0-48f1-9942-4e33931a82b3/009standard/RENDER_element_DL051-U-2W_w_standard.jpeg;;https://mais-upload.maytoni.de/Photo/01bb6200-fb1d-4c01-81ac-83c821034ef0/026standard/RENDER_Main_Image_DL051-U-2W_standard.jpeg;https://mais-upload.maytoni.de/Photo/ff41145d-e45c-45f3-87be-ba22e85b69cb/027standard/RENDER_Additional_perspective_DL051-U-2W_standard.jpeg;https://mais-upload.maytoni.de/Photo/b2ca8fb4-a535-457b-97f0-4b64f19e529a/028standard/RENDER_Mobility_and_control_feature_DL051-U-2W_standard.jpeg;https://mais-upload.maytoni.de/Photo/5d61247e-521d-4f1f-b907-317eb679d546/030standard/How_it_shines_DL051-U-2W_standard.jpeg;Встраиваемый светильник;0,07;0,12;КИТАЙ;;;Да;Новинка;;;;;https://mais-upload.maytoni.de/Documents/561bd45b-49e9-4e3e-89e6-539db9b3d33e/007/DL051-U-2W_0_007_0.zip;Нет;"Материал корпуса - алюминий, цвет - графит. Белый рассеиватель из акрила. LED-источник света, цветовая температура - 3000К. Степень защиты - IP54.";"";1;;
